task_name,problem_type,instruction,instance,solution,obj,instance_variant,solution_variant,context_index,input_format,input_index_base
BPP,BPP,"There's a stack of camera gear on the table and a row of identical padded cases waiting to be filled. The choice to make is which pieces go together per case while making sure every lens and accessory goes into exactly one case and no case is overloaded beyond its limit. The goal is obvious: fit everything using the smallest number of cases possible — tally the cases used to see how well it worked. The specific items and the case size limits appear below.

# case_capacity_weight=150.0
# total_items=8
gear_id,item_weight
A,39.0
B,44.0
C,69.0
D,50.0
E,90.0
F,77.0
G,39.0
H,49.0

Also, when you hand the packing plan back, keep it in a really simple JSON shape like this so I can read it easily:

{
  ""solution"": [[gear_id, ...], ...]
}

Think of ""solution"" as the list of filled cases, and each inner list is one case showing which item IDs go inside. The gear_id bits are just placeholders — in your actual reply replace those placeholders with the real item identifiers from the instance input. This block is only a sketch of the expected shape, not the final packing assignment.

Please make sure you use the item identifiers exactly as they appear in the instance — no renaming and no new labels. For example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[39.0, 44.0, 69.0, 50.0, 90.0, 77.0, 39.0, 49.0]","[[1, 3, 7], [0, 2, 6], [4], [5]]",4,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 8, 'items': [{'item_id': 'A', 'weight': 39.0}, {'item_id': 'B', 'weight': 44.0}, {'item_id': 'C', 'weight': 69.0}, {'item_id': 'D', 'weight': 50.0}, {'item_id': 'E', 'weight': 90.0}, {'item_id': 'F', 'weight': 77.0}, {'item_id': 'G', 'weight': 39.0}, {'item_id': 'H', 'weight': 49.0}]}","[['B', 'D', 'H'], ['A', 'C', 'G'], ['E'], ['F']]",11,csv,names
BPP,BPP,"Someone’s in charge of getting a bunch of framed prints into a set of matching moving crates, and they have to decide which print goes where so no crate exceeds its weight limit. The goal is to pack everything into as few crates as possible; you evaluate a packing by counting how many crates are used and by adding up the weights inside each crate to check it’s under the capacity. Each print needs to be placed in one single crate and can’t be split across crates or left behind. The exact list of print weights and the crate capacity are shown below.

# crate_capacity=100.0
# total_prints=10
print_id,print_weight
0,30.0
1,45.7
2,27.5
3,29.2
4,32.7
5,49.9
6,25.1
7,49.5
8,25.9
9,41.0

If you want to hand me a proposed packing, just send it in a little JSON shape like this so it's easy to read and check:

{
  ""solution"": [[""print_id"", ...], ...]
}

Think of ""solution"" as the whole set of crates, each inner list is one crate and the placeholders like print_id stand in for whatever print identifiers you have in the instance. This is just a sketch of the shape I need — not the actual packing.

Please use the exact print identifiers from the instance input — do not rename them or invent new ones. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[30.0, 45.7, 27.5, 29.2, 32.7, 49.9, 25.1, 49.5, 25.9, 41.0]","[[4, 8, 9], [5, 7], [1, 3], [0, 2, 6]]",4,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 10, 'items': [{'item_id': 0, 'weight': 30.0}, {'item_id': 1, 'weight': 45.7}, {'item_id': 2, 'weight': 27.5}, {'item_id': 3, 'weight': 29.2}, {'item_id': 4, 'weight': 32.7}, {'item_id': 5, 'weight': 49.9}, {'item_id': 6, 'weight': 25.1}, {'item_id': 7, 'weight': 49.5}, {'item_id': 8, 'weight': 25.9}, {'item_id': 9, 'weight': 41.0}]}","[[4, 8, 9], [5, 7], [1, 3], [0, 2, 6]]",12,csv,0
BPP,BPP,"We’ve got a stack of packages and a bunch of identical bins for delivery; the job is to put each package entirely into a single bin, make sure no bin’s total weight goes over the limit, and try to finish with as few bins as possible. Better plans are the ones that use a smaller number of bins — just count them — and every package must be assigned exactly once, with nothing split or left behind. The exact parcel weights and the tote capacity are listed below.

The tote capacity is 100.0 and we have 5 parcels to place.
Parcel A weighs 30.2.
Parcel B weighs 30.5.
Parcel C weighs 26.2.
Parcel D weighs 35.9.
Parcel E weighs 40.2.
Let's place all 5 parcels into totes of capacity 100.0 without overloading any tote.

Also, when you send the actual packing plan back, keep it in this simple JSON shape so I can read it easily — nothing fancy, just a list of bins, each with the package placeholders inside.

{
  ""solution"": [[""package_id"", ""package_id""], [""package_id""]]
}

This sketch means: ""solution"" is a list of bins, and each inner list is the set of package IDs that go into that bin. Think of each inner array as a tote and the strings inside as the package labels you put in it. It's just the shape I need — not the real packing yet.

Please make sure to use the exact identifiers from the instance input — no renaming or extra labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[30.2, 30.5, 26.2, 35.9, 40.2]","[[0, 1, 2], [3, 4]]",2,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 5, 'items': [{'item_id': 'A', 'weight': 30.2}, {'item_id': 'B', 'weight': 30.5}, {'item_id': 'C', 'weight': 26.2}, {'item_id': 'D', 'weight': 35.9}, {'item_id': 'E', 'weight': 40.2}]}","[['A', 'B', 'C'], ['D', 'E']]",13,nl,names
BPP,BPP,"Many people on the logistics crew have dealt with juggling sample tubes into identical coolers that max out at the same weight. The practical choice is how to arrange those tubes so each tube is placed once in a single cooler and no cooler is asked to carry more than it can. The clearer win is any arrangement that leaves fewer coolers occupied — just count the occupied coolers to compare. The full sample list and cooler limit are shown below.

# cooler_capacity=100.0
# total_samples=7
sample_id,sample_weight
0,41.7
1,48.1
2,36.9
3,30.5
4,35.0
5,33.3
6,34.1

Also, when you send the actual arrangement back, please use this simple JSON layout so it's easy to read and plug into whatever tracking sheet we're using:

{
  ""solution"": [[tube_id, ...], ...]
}

Think of it like a little form: ""solution"" is the list of coolers, each inner list is the tubes you put in that cooler, and each tube_id is just a placeholder for whatever tube identifier shows up in the instance file. This is just the shape I want you to follow — not the final assignment.

Please make sure every identifier you use in the real reply matches exactly what's in the instance input — do not rename identifiers and don't add any new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[41.7, 48.1, 36.9, 30.5, 35.0, 33.3, 34.1]","[[3, 5, 6], [2, 4], [0, 1]]",3,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 7, 'items': [{'item_id': 0, 'weight': 41.7}, {'item_id': 1, 'weight': 48.1}, {'item_id': 2, 'weight': 36.9}, {'item_id': 3, 'weight': 30.5}, {'item_id': 4, 'weight': 35.0}, {'item_id': 5, 'weight': 33.3}, {'item_id': 6, 'weight': 34.1}]}","[[3, 5, 6], [2, 4], [0, 1]]",14,csv,0
BPP,BPP,"I’m staring at a pile of canned goods and a row of identical pantry baskets, trying to figure out how to tuck everything away. The plan is to put every single can into one of the baskets (no splitting a can or putting the same can into two places), don’t open anything, and make sure the total weight in each basket never goes past its weight limit. A better packing is simply the one that uses fewer baskets — you can tell which plan is better by counting how many baskets end up holding cans. The exact list of cans and the basket capacity are shown below.

{
  ""basket_capacity"": 150.0,
  ""total_cans"": 7,
  ""items"": [
    {
      ""can_id"": 0,
      ""can_weight"": 34.0
    },
    {
      ""can_id"": 1,
      ""can_weight"": 20.0
    },
    {
      ""can_id"": 2,
      ""can_weight"": 36.0
    },
    {
      ""can_id"": 3,
      ""can_weight"": 50.0
    },
    {
      ""can_id"": 4,
      ""can_weight"": 32.0
    },
    {
      ""can_id"": 5,
      ""can_weight"": 26.0
    },
    {
      ""can_id"": 6,
      ""can_weight"": 79.0
    }
  ]
}

Also, when you hand back a packing plan, just stick to this little JSON shape so it's easy to parse:

{
  ""solution"": [[""can_id"", ...], ...]
}

""solution"" is a list of baskets, and each inner list is the cans that go into that basket. Think of it like a simple checklist: each sub-array is one basket and the strings inside are the can identifiers. This is only a sketch of the shape I want — not the real answer.

Please use the exact identifiers from the instance input — no renaming and no new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[34.0, 20.0, 36.0, 50.0, 32.0, 26.0, 79.0]","[[0, 1, 2, 4, 5], [3, 6]]",2,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 7, 'items': [{'item_id': 0, 'weight': 34.0}, {'item_id': 1, 'weight': 20.0}, {'item_id': 2, 'weight': 36.0}, {'item_id': 3, 'weight': 50.0}, {'item_id': 4, 'weight': 32.0}, {'item_id': 5, 'weight': 26.0}, {'item_id': 6, 'weight': 79.0}]}","[[0, 1, 2, 4, 5], [3, 6]]",15,json,0
BPP,BPP,"A delivery driver has a pile of bouquets and only identical boxes to load them into — each box has the same space limit. The decision is which bouquets to place together so that every bouquet goes into one box intact (no splitting, no extras), and no box gets overfilled. The winning loading plan is the one with the smallest number of boxes, determined simply by counting how many boxes end up used. The exact bouquet dimensions and the box capacity are listed below.

Each box has capacity 150.0; there are 8 bouquets to assign.
Bouquet A occupies 74.0 space units.
Bouquet B occupies 67.0 space units.
Bouquet C occupies 80.0 space units.
Bouquet D occupies 32.0 space units.
Bouquet E occupies 45.0 space units.
Bouquet F occupies 21.0 space units.
Bouquet G occupies 28.0 space units.
Bouquet H occupies 66.0 space units.
The objective is to pack the 8 bouquets so no box exceeds 150.0, using the fewest boxes possible.

Oh, and when you send the loading plan back, please use this little JSON layout so it's easy to read and parse:

{
  ""solution"": [[bouquet_id, ...], ...]
}

Here ""solution"" is a list of boxes, and each inner list is the set of bouquet identifiers that go together in that box. Think of each inner array as one packed box listing which bouquets are inside. This JSON is just a sketch of the shape I expect — you'll replace those placeholders with the actual bouquet IDs from the instance.

Please make sure to use the exact identifiers from the instance input — do not rename them or invent new labels. 
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[74.0, 67.0, 80.0, 32.0, 45.0, 21.0, 28.0, 66.0]","[[2, 7], [0, 4, 6], [1, 3, 5]]",3,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 8, 'items': [{'item_id': 'A', 'weight': 74.0}, {'item_id': 'B', 'weight': 67.0}, {'item_id': 'C', 'weight': 80.0}, {'item_id': 'D', 'weight': 32.0}, {'item_id': 'E', 'weight': 45.0}, {'item_id': 'F', 'weight': 21.0}, {'item_id': 'G', 'weight': 28.0}, {'item_id': 'H', 'weight': 66.0}]}","[['C', 'H'], ['A', 'E', 'G'], ['B', 'D', 'F']]",16,nl,names
BPP,BPP,"Someone brought over a box of display models and a stack of identical cases; the task is to put each model into one case, intact, and try to minimize how many cases get used. A packing is better if it uses fewer cases — simply count them to compare. To make sure a case is valid, add the weights of the figures inside and ensure that total does not go past the case’s weight limit. Nothing can be left out or copied. Exact weights and the case limit follow below.

# case_capacity=150.0
# total_models=8
model_id,model_weight
A,94.0
B,84.0
C,27.0
D,40.0
E,78.0
F,66.0
G,97.0
H,73.0

Also, when you send back the packing, please use this simple JSON layout so it's easy to read and check:

{
  ""solution"": [[""model_id"", ""model_id"", ""model_id""], [""model_id"", ""model_id""]]
}

Think of ""solution"" as a stack of cases: each inner list is one case and the strings inside are the figure placeholders that go into that case. This block is just a quick sketch of the shape I expect, not the actual packing — replace those placeholders with the real identifiers from the instance.

Quick reminder: use the identifiers exactly as they appear in the instance input — do not rename them or invent new ones. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[94.0, 84.0, 27.0, 40.0, 78.0, 66.0, 97.0, 73.0]","[[1, 5], [3, 7], [0], [2, 6], [4]]",5,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 8, 'items': [{'item_id': 'A', 'weight': 94.0}, {'item_id': 'B', 'weight': 84.0}, {'item_id': 'C', 'weight': 27.0}, {'item_id': 'D', 'weight': 40.0}, {'item_id': 'E', 'weight': 78.0}, {'item_id': 'F', 'weight': 66.0}, {'item_id': 'G', 'weight': 97.0}, {'item_id': 'H', 'weight': 73.0}]}","[['B', 'F'], ['D', 'H'], ['A'], ['C', 'G'], ['E']]",17,csv,names
BPP,BPP,"We’ve got a pile of cartons and a bunch of identical pallets waiting in the yard. The choice to make is how to arrange every carton—each placed intact on a single pallet—so that the total weight on any pallet stays within its limit. A smarter arrangement is the one that needs the least number of pallets, and performance is measured by that pallet count. The exact weights and the maximum load a pallet can take are listed below.

- **pallet_capacity_kg**: 150.0
- **total_cartons**: 5

| carton_id | carton_weight_kg |
|---|---|
| A | 29.0 |
| B | 88.0 |
| C | 66.0 |
| D | 58.0 |
| E | 95.0 |

When you’re ready to send the pallet arrangement back, just stick to this little JSON shape so I can read it easily:

{
  ""solution"": [[carton_id, ...], ...]
}

Think of ""solution"" as a list of pallets, and each inner list is the cartons placed on that pallet (using their carton identifiers). This is just a sketch of the shape I want — don’t treat it as the real placement, just the format to follow.

Please make sure you use the exact identifiers from the instance input — no renaming, no extra labels.  
Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[29.0, 88.0, 66.0, 58.0, 95.0]","[[0, 2], [1, 3], [4]]",3,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 5, 'items': [{'item_id': 'A', 'weight': 29.0}, {'item_id': 'B', 'weight': 88.0}, {'item_id': 'C', 'weight': 66.0}, {'item_id': 'D', 'weight': 58.0}, {'item_id': 'E', 'weight': 95.0}]}","[['A', 'C'], ['B', 'D'], ['E']]",18,markdown_table,names
BPP,BPP,"Many people on small sites face the same task: pack tiles into matching wheelbarrows that all hold the same weight, keep each tile whole and put it into one and only one load, and don’t exceed the barrow’s limit when adding up the weights in a load. What matters is using the least number of wheelbarrows possible — success is simply the count of loads used. The concrete tile list and the common weight limit follow below.

There are 8 tiles and each wheelbarrow holds up to 150.0.
Tile 0 weighs 66.0.
Tile 1 weighs 61.0.
Tile 2 weighs 44.0.
Tile 3 weighs 53.0.
Tile 4 weighs 37.0.
Tile 5 weighs 48.0.
Tile 6 weighs 82.0.
Tile 7 weighs 69.0.
The aim remains to use the fewest wheelbarrows possible for these 8 tiles with capacity 150.0.

If you'd like the result returned in a predictable format, just use a simple JSON shape like this:

{
  ""solution"": [[tile_id, ...], ...]
}

Think of it like a little form: the solution key holds a list of loads (each inner list is one wheelbarrow), and each item in an inner list is a tile identifier that goes into that load. This is just a sketch of the shape I expect you to follow — not the actual packing answer.

Also please make sure every identifier you use is exactly the same as in the instance input — do not rename or invent labels. 
for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[66.0, 61.0, 44.0, 53.0, 37.0, 48.0, 82.0, 69.0]","[[2, 4, 5], [0, 6], [1, 7], [3]]",4,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 8, 'items': [{'item_id': 0, 'weight': 66.0}, {'item_id': 1, 'weight': 61.0}, {'item_id': 2, 'weight': 44.0}, {'item_id': 3, 'weight': 53.0}, {'item_id': 4, 'weight': 37.0}, {'item_id': 5, 'weight': 48.0}, {'item_id': 6, 'weight': 82.0}, {'item_id': 7, 'weight': 69.0}]}","[[2, 4, 5], [0, 6], [1, 7], [3]]",19,nl,0
BPP,BPP,"Many people cram their weekend bags into the overhead compartments and don’t realize it’s a packing challenge: every locker is identical and only holds a set amount of weight, each item has to go into one locker intact, and the aim is to fit all the stuff while using as few lockers as possible. You can tell which arrangement is better by counting how many lockers are in use — the fewer, the better — and you mustn’t split items or overload any locker. The precise list of items and the locker limit are shown below.

{
  ""locker_capacity"": 100.0,
  ""total_carry_items"": 9,
  ""items"": [
    {
      ""carry_item_id"": ""A"",
      ""carry_item_weight"": 32.3
    },
    {
      ""carry_item_id"": ""B"",
      ""carry_item_weight"": 28.3
    },
    {
      ""carry_item_id"": ""C"",
      ""carry_item_weight"": 26.5
    },
    {
      ""carry_item_id"": ""D"",
      ""carry_item_weight"": 42.9
    },
    {
      ""carry_item_id"": ""E"",
      ""carry_item_weight"": 25.1
    },
    {
      ""carry_item_id"": ""F"",
      ""carry_item_weight"": 26.3
    },
    {
      ""carry_item_id"": ""G"",
      ""carry_item_weight"": 35.8
    },
    {
      ""carry_item_id"": ""H"",
      ""carry_item_weight"": 25.9
    },
    {
      ""carry_item_id"": ""I"",
      ""carry_item_weight"": 26.7
    }
  ]
}

Oh, and just so we're on the same page about how I'd like the answer formatted, you can use a tiny JSON sketch like this — just a friendly shape to show which items go in which locker:

{
  ""solution"": [[locker_item_id, ...], ...]
}

Here ""solution"" is a list of lockers, and each inner list is the set of item identifiers you put into that locker. Think of each inner array as one overhead compartment and the placeholders as the item labels you’d enter there. This is just the expected shape — not the actual packing you need to produce.

Please make sure you use the exact identifiers from the instance input — do not rename them or invent new ones. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[32.3, 28.3, 26.5, 42.9, 25.1, 26.3, 35.8, 25.9, 26.7]","[[2, 4, 7], [1, 3, 8], [0, 5, 6]]",3,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 9, 'items': [{'item_id': 'A', 'weight': 32.3}, {'item_id': 'B', 'weight': 28.3}, {'item_id': 'C', 'weight': 26.5}, {'item_id': 'D', 'weight': 42.9}, {'item_id': 'E', 'weight': 25.1}, {'item_id': 'F', 'weight': 26.3}, {'item_id': 'G', 'weight': 35.8}, {'item_id': 'H', 'weight': 25.9}, {'item_id': 'I', 'weight': 26.7}]}","[['C', 'E', 'H'], ['B', 'D', 'I'], ['A', 'F', 'G']]",20,json,names
BPP,BPP,"This weekend the apartment is being emptied into identical moving crates, and the trick is to group each piece of furniture and every boxed belonging so no crate exceeds its allowed weight, nothing is left out or put into more than one crate, and the total number of crates is as small as possible — measure a packing by counting its crates. The concrete item weights and the crate capacity are shown below.

# crate_max_weight=100.0
# total_items_to_pack=5
belonging_id,belonging_weight
1,43.3
2,26.6
3,35.0
4,31.2
5,36.6

If you want the packing sent back in a neat, machine-friendly form, just follow this simple JSON shape — nothing fancy, just a list of crates each containing the item labels:

{
  ""solution"": [[furniture_id, ...], ...]
}

""solution"" is the outer list of crates, and each inner list is the set of furniture_id placeholders for the items you put in that crate. This block is just a sketch of the expected shape, not the actual answer — replace the placeholders with the real item labels from the instance when you give the final packing.

Please be sure to use the exact identifiers from the instance input — do not rename them or invent new ones. 

- for example: ""Valid identifiers look like plain numbers such as ""1"" or ""23"", single capital letters like ""A"" or ""B"", or a capital letter followed by digits like ""A1"" or ""X7"".""","[43.3, 26.6, 35.0, 31.2, 36.6]","[[0, 3], [1, 2, 4]]",2,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 5, 'items': [{'item_id': 1, 'weight': 43.3}, {'item_id': 2, 'weight': 26.6}, {'item_id': 3, 'weight': 35.0}, {'item_id': 4, 'weight': 31.2}, {'item_id': 5, 'weight': 36.6}]}","[[1, 4], [2, 3, 5]]",21,csv,1
BPP,BPP,"Recently I helped pack up a show and had to cram all the instruments and amps into identical road cases. The choice was which items to put together so that everything ends up in exactly one case, no case goes over its weight allowance, and overall we used the fewest cases possible. You judge the packing by the number of cases it takes. The exact inventory and the case capacity are shown below.

Each road case can carry at most 150.0, and I had 8 items to fit.
I recorded 1 weighing 26.0.
I recorded 2 weighing 97.0.
I recorded 3 weighing 62.0.
I recorded 4 weighing 42.0.
I recorded 5 weighing 84.0.
I recorded 6 weighing 34.0.
I recorded 7 weighing 88.0.
I recorded 8 weighing 35.0.
That's the inventory to judge the packing by — aim to use as few cases as possible.

Oh, and when you reply with the packing you found, please use this little JSON layout so it's easy to read programmatically:

{
  ""solution"": [[""instrument_id"", ...], ...]
}

Think of ""solution"" as the whole set of road cases, and each inner list is one case showing the item identifiers that go inside it. It's just a sketch of the shape I want — not the actual answer itself.

Please be careful to use the exact item identifiers from the instance input, without renaming or inventing new ones. 
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[26.0, 97.0, 62.0, 42.0, 84.0, 34.0, 88.0, 35.0]","[[1, 3], [0, 2, 7], [4], [5, 6]]",4,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 8, 'items': [{'item_id': 1, 'weight': 26.0}, {'item_id': 2, 'weight': 97.0}, {'item_id': 3, 'weight': 62.0}, {'item_id': 4, 'weight': 42.0}, {'item_id': 5, 'weight': 84.0}, {'item_id': 6, 'weight': 34.0}, {'item_id': 7, 'weight': 88.0}, {'item_id': 8, 'weight': 35.0}]}","[[2, 4], [1, 3, 8], [5], [6, 7]]",22,nl,1
BPP,BPP,"Someone is organizing a mini archive and is stuffing paperback and hardback volumes into identical containers. The rule is that each volume gets exactly one container and the combined weight in any container can’t be more than the container’s capacity. The goal is to minimize how many containers are used — you can check that by adding up weights per container to make sure none go over and then counting how many containers were needed. The item weights and the capacity are given below.

{
  ""container_capacity"": 100.0,
  ""total_volumes"": 6,
  ""items"": [
    {
      ""volume_id"": ""A"",
      ""volume_weight"": 25.2
    },
    {
      ""volume_id"": ""B"",
      ""volume_weight"": 49.3
    },
    {
      ""volume_id"": ""C"",
      ""volume_weight"": 25.3
    },
    {
      ""volume_id"": ""D"",
      ""volume_weight"": 33.9
    },
    {
      ""volume_id"": ""E"",
      ""volume_weight"": 25.7
    },
    {
      ""volume_id"": ""F"",
      ""volume_weight"": 26.8
    }
  ]
}

If you'd like the result in a compact, predictable form, I usually lay it out like this:

{
  ""solution"": [[volume_id, ...], ...]
}

Think of ""solution"" as the list of containers, and each inner array is the set of volume IDs packed into one container. The placeholders (like volume_id) are just stand-ins for the actual item identifiers from your instance — this block is a sketch of the shape I expect, not the actual packing.

Also, please use the exact identifiers from the instance input — do not rename them or invent new labels.
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[25.2, 49.3, 25.3, 33.9, 25.7, 26.8]","[[0, 1, 2], [3, 4, 5]]",2,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 6, 'items': [{'item_id': 'A', 'weight': 25.2}, {'item_id': 'B', 'weight': 49.3}, {'item_id': 'C', 'weight': 25.3}, {'item_id': 'D', 'weight': 33.9}, {'item_id': 'E', 'weight': 25.7}, {'item_id': 'F', 'weight': 26.8}]}","[['A', 'B', 'C'], ['D', 'E', 'F']]",23,json,names
BPP,BPP,"Many people underestimate how much planning goes into loading food, so here’s my situation: a bunch of finished dish containers must be loaded into identical coolers. The decision is organizing those containers into coolers so none exceeds its capacity and every single container lives in one and only one cooler. The plan that’s “better” is the one that lets us bring the fewest coolers — you can check by counting them. The actual container weights and cooler limit are shown below.

{
  ""cooler_capacity"": 100.0,
  ""total_dish_containers"": 10,
  ""items"": [
    {
      ""container_id"": 1,
      ""container_weight"": 49.8
    },
    {
      ""container_id"": 2,
      ""container_weight"": 36.7
    },
    {
      ""container_id"": 3,
      ""container_weight"": 48.2
    },
    {
      ""container_id"": 4,
      ""container_weight"": 48.2
    },
    {
      ""container_id"": 5,
      ""container_weight"": 35.0
    },
    {
      ""container_id"": 6,
      ""container_weight"": 27.7
    },
    {
      ""container_id"": 7,
      ""container_weight"": 49.4
    },
    {
      ""container_id"": 8,
      ""container_weight"": 28.8
    },
    {
      ""container_id"": 9,
      ""container_weight"": 25.9
    },
    {
      ""container_id"": 10,
      ""container_weight"": 28.4
    }
  ]
}

Also, when you send me the actual assignment of containers to coolers, please use this simple JSON layout so it's easy to check:

{
  ""solution"": [[container_id, ...], ...]
}

This is just a little sketch of the shape I expect: ""solution"" is a list of coolers, each inner list is the container IDs that go in that cooler. Think of each inner array as one cooler's contents — nothing fancy, just a plain list of which containers ride together. The JSON above is the format only, not the real answer.

Please be sure to use the exact container identifiers from the instance input — no renaming and no new labels. 
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”""","[49.8, 36.7, 48.2, 48.2, 35.0, 27.7, 49.4, 28.8, 25.9, 28.4]","[[2, 3], [0, 6], [1, 7, 9], [4, 5, 8]]",4,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 10, 'items': [{'item_id': 1, 'weight': 49.8}, {'item_id': 2, 'weight': 36.7}, {'item_id': 3, 'weight': 48.2}, {'item_id': 4, 'weight': 48.2}, {'item_id': 5, 'weight': 35.0}, {'item_id': 6, 'weight': 27.7}, {'item_id': 7, 'weight': 49.4}, {'item_id': 8, 'weight': 28.8}, {'item_id': 9, 'weight': 25.9}, {'item_id': 10, 'weight': 28.4}]}","[[3, 4], [1, 7], [2, 8, 10], [5, 6, 9]]",24,json,1
BPP,BPP,"I’m trying to sort a pile of toolboxes and loose parts into a bunch of identical plastic totes in the garage. The job is to put every single toolbox and every loose part into one tote each (no splitting an item or putting it in twice), never overfill a tote past its weight limit, and do it so that the whole job ends up using as few totes as possible — count how many totes are used, and fewer is better. The exact list of items and the tote weight limit are shown below.

Each tote can hold at most 100.0 and there are 10 items to place.
I need to put 1 weighing 35.6 into a tote.
I need to put 2 weighing 25.0 into a tote.
I need to put 3 weighing 27.0 into a tote.
I need to put 4 weighing 30.4 into a tote.
I need to put 5 weighing 33.6 into a tote.
I need to put 6 weighing 25.3 into a tote.
I need to put 7 weighing 48.2 into a tote.
I need to put 8 weighing 34.7 into a tote.
I need to put 9 weighing 39.5 into a tote.
I need to put 10 weighing 29.7 into a tote.
I’ll pack them without exceeding 100.0, aiming to use as few totes as possible.

Oh, and one more thing — when you send the actual packing plan, please use this simple JSON layout so I (and any scripts) can read it easily:

{
  ""solution"": [[toolbox_id, ...], ...]
}

Here, ""solution"" is a list of totes, and each inner list is the set of item IDs (toolboxes or loose parts) that go into that particular tote. The toolbox_id token is just a placeholder showing the shape I expect — in your real reply each placeholder should be replaced by the actual item identifiers from the instance.

Please use the exact identifiers from the instance input — do not rename items or invent new labels.  
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[35.6, 25.0, 27.0, 30.4, 33.6, 25.3, 48.2, 34.7, 39.5, 29.7]","[[2, 8, 9], [4, 6], [1, 5, 7], [0, 3]]",4,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 10, 'items': [{'item_id': 1, 'weight': 35.6}, {'item_id': 2, 'weight': 25.0}, {'item_id': 3, 'weight': 27.0}, {'item_id': 4, 'weight': 30.4}, {'item_id': 5, 'weight': 33.6}, {'item_id': 6, 'weight': 25.3}, {'item_id': 7, 'weight': 48.2}, {'item_id': 8, 'weight': 34.7}, {'item_id': 9, 'weight': 39.5}, {'item_id': 10, 'weight': 29.7}]}","[[3, 9, 10], [5, 7], [2, 6, 8], [1, 4]]",25,nl,1
